Start Time,End Time,Emotion,Probability
2024-12-04 09:46:17.799696,2024-12-04 09:46:17.856628,sad,0
,2024-12-04 09:46:17.930783,,0
,2024-12-04 09:46:17.988953,,0
,2024-12-04 09:46:18.056226,,0
,2024-12-04 09:46:18.113212,,0
,2024-12-04 09:46:18.171980,,0
,2024-12-04 09:46:18.234895,,0
,2024-12-04 09:46:18.289531,,0
,2024-12-04 09:46:18.348072,,0
,2024-12-04 09:46:18.407875,,0
,2024-12-04 09:46:18.464704,,0
,2024-12-04 09:46:18.526589,,0
,2024-12-04 09:46:18.584892,,0
,2024-12-04 09:46:18.641216,,0
,2024-12-04 09:46:18.701136,,0
,2024-12-04 09:46:18.762273,,0
,2024-12-04 09:46:18.817715,,0
,2024-12-04 09:46:18.885056,,0
,2024-12-04 09:46:18.947572,,0
,2024-12-04 09:46:19.005492,,0
,2024-12-04 09:46:19.068711,,0
,2024-12-04 09:46:19.128327,,0
,2024-12-04 09:46:19.196864,,0
,2024-12-04 09:46:19.257336,,0
,2024-12-04 09:46:19.312743,,0
,2024-12-04 09:46:19.368785,,0
,2024-12-04 09:46:19.427925,,0
,2024-12-04 09:46:19.482139,,0
,2024-12-04 09:46:19.540258,,0
,2024-12-04 09:46:19.597204,,0
,2024-12-04 09:46:19.651170,,0
,2024-12-04 09:46:19.712081,,0
,2024-12-04 09:46:19.781430,,0
,2024-12-04 09:46:19.841911,,0
2024-12-04 09:46:19.945512,2024-12-04 09:46:21.022468,neutral,56.057635310747344
2024-12-04 09:46:21.022468,2024-12-04 09:46:21.231624,happy,54.26978519794765
2024-12-04 09:46:21.231624,2024-12-04 09:46:21.332369,neutral,49.397072196006775
2024-12-04 09:46:21.332369,2024-12-04 09:46:21.434841,sad,65.9804105758667
2024-12-04 09:46:21.434841,2024-12-04 09:46:25.816913,neutral,99.24421310424805
2024-12-04 09:46:25.816913,2024-12-04 09:46:26.615620,happy,59.13724790367509
2024-12-04 09:46:26.615620,2024-12-04 09:46:26.718808,fear,51.01787447929382
2024-12-04 09:46:26.718808,2024-12-04 09:46:27.124481,happy,96.45048422211596
2024-12-04 09:46:27.124481,2024-12-04 09:46:28.805846,sad,63.444411754608154
2024-12-04 09:46:28.805846,2024-12-04 09:46:28.916677,neutral,72.6259708404541
2024-12-04 09:46:28.916677,2024-12-04 09:46:29.231525,sad,0
,2024-12-04 09:46:29.309239,,0
,2024-12-04 09:46:29.389501,,0
2024-12-04 09:46:29.501617,2024-12-04 09:46:29.618961,sad,56.55703466450755
2024-12-04 09:46:29.618961,2024-12-04 09:46:29.804075,fear,0
,2024-12-04 09:46:29.879839,,0
,2024-12-04 09:46:29.951976,,0
,2024-12-04 09:46:30.027742,,0
,2024-12-04 09:46:30.107779,,0
,2024-12-04 09:46:30.185544,,0
2024-12-04 09:46:30.320415,2024-12-04 09:46:30.665193,fear,40.840437462355936
2024-12-04 09:46:30.665193,2024-12-04 09:46:30.665193,sad,40.840437462355936
